member_casual,avgtime_mins,maxtime_mins,mintime_mins,total_time_percent,total_population_percent
Customer,28.349755830946588,41387.25,0.016666666666666666,60.00355412266079,39.905449107575926
Subscriber,12.548472340674987,1559.6666666666667,0.016666666666666666,39.99644587733922,60.09455089242408
