rideable_type,member_casual,avgtime_mins,maxtime_mins,mintime_mins,total_trips_percent,total_time_percent
Classic Bike,Customer,28.665574340320827,1559.9333333333334,0.016666666666666666,14.879517557095227,22.622726622944047
Docked Bike,Customer,137.54171138990532,41387.25,0.016666666666666666,2.629349261638043,19.18130502169147
Electric Bike,Customer,15.320847624437727,480.45,0.016666666666666666,22.396582288842655,18.199522478025262
Classic Bike,Subscriber,13.880144105884124,1559.6666666666667,0.016666666666666666,29.437059331631847,21.671244294049714
Electric Bike,Subscriber,11.269812581934179,614.4,0.016666666666666666,30.657491560792227,18.325201583289505
